"grantha_deck_id","total_leaves","total_images","stitch_or_nonstitch","physical_condition","grantha_deck_name","grantha_owner_name","grantha_source_address","length_in_cms","width_in_cms"
"TP_DEBU-0006",24,48,"stitch","good","","","","",""
